,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
2902,Rest API com Ruby on Rails 6,Criando API Rest completa,Rating: 4.2 out of 5,11 reviews,2.5 total hours,30 lectures,Intermediate,Raimundo Oliveira
2903,Become a Professional Programmer,"Learn programming with HTML5, CSS3, Python, Swift, Google Go, Java, Perl, C++, <strong>Ruby</strong> on <strong>Rails</strong> and more.",Rating: 4.6 out of 5,629 reviews,53.5 total hours,505 lectures,All Levels,Stone River eLearning
2904,"Coding for beginners :( HTML,CSS,JavaScript,Python,C#,Ruby)",Learn to code in Six different languages,Rating: 4.4 out of 5,915 reviews,22 total hours,239 lectures,Beginner,Bluelime Learning Solutions
2905,Ruby on Rails: Active Record - Interações com Banco de Dados,Curso 1 de uma série de 3 cursos sobre como DOMINAR o Active Record,Rating: 4.5 out of 5,72 reviews,4 total hours,37 lectures,All Levels,Cristi Allan de Souza Mendonça
2906,【3日でできる】はじめての Ruby on Rails 4 入門（Rubyから学べる）,<strong>Ruby</strong> on Railsをマスターしたら、あなたはどんなWebサービスを作りますか？,Rating: 3.7 out of 5,234 reviews,5.5 total hours,76 lectures,Beginner,井上 博樹 (Hiroki Inoue)
2907,Ruby Programming for Beginners,"<strong>Ruby</strong> Programming Basic fundamentals for beginners, Learn everything in <strong>Ruby</strong> Programming",Rating: 4.0 out of 5,65 reviews,6 total hours,82 lectures,Beginner,DoEdu IT Educations
2908,Developing Single Page Applications,From HTML To <strong>Ruby</strong> On <strong>Rails</strong> To React.js,Rating: 4.4 out of 5,41 reviews,19.5 total hours,232 lectures,Intermediate,Emmanuel Asante
2909,Beginners Ruby Programming Training - No Experience Required,A <strong>Ruby</strong> Programming Course Training Video. Learn Real-World Programming Techniques At Your Own Pace.,Rating: 3.7 out of 5,235 reviews,5 total hours,76 lectures,All Levels,Infinite Skills
2910,"Dynamic Programming Ruby, Coding Interviews and Applications",Become a better developer by learning how to build efficient Dynamic Programming algorithms,Rating: 4.5 out of 5,19 reviews,4.5 total hours,41 lectures,Intermediate,James Cutajar
2911,The Programmers Guide : Learn Ruby Programming Fundamentals,The ultimate guide to learn the object-oriented language <strong>Ruby</strong> from real world programs,Rating: 3.4 out of 5,24 reviews,19.5 total hours,266 lectures,All Levels,@GeekCodeSchool Code Shool
2912,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2913,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2914,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2915,ハンズオンで学ぶRuby on Rails 6<Action Textを支えるデータベースアソシエーション編>,<strong>Rails</strong> 6標準のWYSIWYGエディタでブログの実装方法を解説。ポリモーフィック関連と中間テーブルを利用した各種テーブルのデータ構造をRailsのソースコードを交えながら解説！ Docker 環境を用意しているのでセットアップは超楽！,Rating: 4.6 out of 5,149 reviews,7 total hours,27 lectures,All Levels,はむさんのオンラインスクール はむさん
2916,【初心者向け】Ruby on Rails 5を用いたWebアプリケーション開発入門,プログラミング経験のない初学者を対象としていますが、実開発経験に基づいた実践的なセッションを提供していきます。,Rating: 3.6 out of 5,31 reviews,2 total hours,21 lectures,Beginner,朋也 林田
2917,Impara a programmare con Ruby on Rails e crea un marketplace,Impara a programmare backend creando un marketplace con <strong>Ruby</strong> on <strong>Rails</strong>,Rating: 4.4 out of 5,75 reviews,11 total hours,71 lectures,Beginner,Daniele Ugolini
2918,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2919,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2920,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2921,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2922,Le langage Ruby de A à Z | Guide Complet,"Apprenez à lire et écrire des applications en <strong>Ruby</strong>, y compris les structures et concepts avancés",Rating: 4.0 out of 5,62 reviews,8 total hours,18 lectures,All Levels,Alphorm Formations
2923,API REST avec Ruby on Rails,"Les étapes et les fondamentaux pour créer, développer et maintenir une API REST professionnelle",Rating: 4.1 out of 5,42 reviews,2.5 total hours,19 lectures,All Levels,Sébastien Carceles
2924,"Ruby, 1st script to expert scripter",Learn <strong>ruby</strong> programming with 'mobile view' optimized video course. Create your first script today with <strong>RUBY</strong> !,Rating: 3.7 out of 5,9 reviews,3 total hours,41 lectures,All Levels,Igneus Technologies
2925,A'dan Z'ye Ruby Programlama,Sıfırdan başlayarak ileri seviyeye <strong>Ruby</strong> programlama dili ve popüler frameworkleri.,Rating: 4.6 out of 5,55 reviews,3.5 total hours,74 lectures,All Levels,Ender KUŞ
2926,Become a Web Developer (HTML5;CSS;JavaScript;Ruby;Ajax; SQL),Learn Practical Hands-on Web Development From Scratch,Rating: 3.4 out of 5,205 reviews,20.5 total hours,207 lectures,Beginner,Bluelime Learning Solutions
2927,Beat the Codility Coding Interview in Ruby,Learn and practice how to solve many coding puzzles from Codility using <strong>Ruby</strong>.,Rating: 4.1 out of 5,66 reviews,6.5 total hours,93 lectures,All Levels,James Cutajar
2928,Dominando Programação Orientada a Objetos com Ruby 2021,"Aprenda OO usando uma linguagem totalmente diferente de fácil aprendizado, moderna, ágil e sem complexidade léxica.",Rating: 3.4 out of 5,30 reviews,8.5 total hours,61 lectures,Beginner,Daniel Fonseca da Silva
2929,Scaling Docker on AWS,"Learn how to build and deploy a fault tolerant, scalable and load balanced <strong>Ruby</strong> on <strong>Rails</strong> application on AWS.",Rating: 4.2 out of 5,938 reviews,6.5 total hours,62 lectures,All Levels,Nick Janetakis
2930,Test::Unit  Framework: Unit Testing for Ruby,With End to End case study of Selenium Webdriver,Rating: 3.5 out of 5,15 reviews,2 total hours,20 lectures,Intermediate,Testing Solution
2931,ウェブ開発入門完全攻略コース - HTML/CSS/JavaScript. プログラミングをはじめて学び創れる人へ！,<strong>Ruby</strong> on Rails7/MySQL/Bootstrap/AWS Cloud9/Git/GitHub等ウェブ開発に必要な様々なスキルを沢山学ぼう！カフェのウェブサイト、フォトギャラリー、ポートフォリオサイト、タスク管理アプリ等に挑戦！,Rating: 4.4 out of 5,6280 reviews,25.5 total hours,422 lectures,Beginner,"中村 祐太 Yuta Nakamura, Proglus （プログラス）"
2932,【質問し放題】文系の初心者でも作成できた！プログラミングができない私でもアプリ開発するRuby on Rails講座,HTML、Bootstrap、<strong>Ruby</strong>、Railsが基礎から学習できる講座。Vagrant、VirtualBox、Ubuntuでローカルサーバーも作れるのでプログラミング学習が 出来なかったあなたに朗報です,Rating: 3.8 out of 5,24 reviews,6 total hours,55 lectures,Beginner,よこやま 良平
2933,【入門のひとつ先へ】Ruby on Railsで基本の申し込みフォームを作ろう【現役エンジニアが実践的手法を徹底解説】,"「Railsで確認画面""あり""のフォームを作ろう」といわれて具体的な作り方が頭に浮かばなかった方におすすめしたいです。より実践的な開発力を。頻出する各種inputタグの使い方、テストコード、メール送信、非同期処理も学習。<strong>Rails</strong> 7対応。",Rating: 4.2 out of 5,7 reviews,8 total hours,40 lectures,Beginner,誠 大波
2934,The Full Stack Web Development,Learn Full Stack Web Development Building Over 40+ Projects,Rating: 4.4 out of 5,2792 reviews,33 total hours,208 lectures,Beginner,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix"
2935,"Automação de Testes com Capybara, Cucumber e Ruby","Curso para fazer Automação de um site utilizando capybara, cucumber e <strong>ruby</strong>.",Rating: 4.4 out of 5,1314 reviews,10 total hours,58 lectures,Beginner,"Bruno da Silva Batista, Reinaldo Mateus Rossetti Junior"
2936,FullStack:  Rails + Angular + App Android/iOS  (Deprecated),Desenvolva um BackEnd <strong>Ruby</strong> on <strong>Rails</strong> 5 + Um FrontEnd Angular + Um Aplicativo Móvel (Android / iOS) em NativeScript,Rating: 4.3 out of 5,616 reviews,58.5 total hours,324 lectures,All Levels,Nonato Costa
2937,The Complete Web Developer Bootcamp - Beginner to Expert,"Complete web development training. Get hired by building real apps with HTML, CSS, JS, <strong>Rails</strong> in this immersive course.",Rating: 3.8 out of 5,1971 reviews,21.5 total hours,197 lectures,All Levels,Rob Dey
2938,Ruby Programming for Beginners,"Trusted by Airbnb, Shopify and Github. The object oriented language that is designed for developer satisfaction.",Rating: 3.7 out of 5,6 reviews,2.5 total hours,52 lectures,Beginner,David Battersby
2939,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2940,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2941,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2942,Top Python and Ruby Programming Bundle,"Python Programming and <strong>Ruby</strong> Coding are popular for a reason! Become a Software, Coder, Web Developer, Or Hacker Today",Rating: 4.5 out of 5,55 reviews,4 total hours,58 lectures,Beginner,John Elder
2943,Working Capital Management for Entrepreneurs,Are you looking for an easy way to get jobs in financial sector? Here is the Working Capital Management Course,Rating: 3.6 out of 5,14 reviews,1 total hour,15 lectures,Expert,Ruby Jangra
2944,Hands on With Docker & Docker Compose From a Docker Captain,"v19.03. Everything you need to build, run and compose Docker containers so you can start using Docker for your web apps.",Rating: 4.5 out of 5,692 reviews,5 total hours,51 lectures,Beginner,"Nick Janetakis, Docker Captain Program"
2945,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2946,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2947,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2948,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2949,Série Ruby On Rails - MVP - Estudo de Caso - Almoxarifado,"Produto Mínimo Viável na gestão do almoxarifado de hotéis, para validar viabilidade e garantir o sucesso do projeto",Rating: 3.5 out of 5,6 reviews,1 total hour,15 lectures,Intermediate,Jorge Luiz Ferreira Dias
2950,Complete Selenium Ruby Automation Engineer Bootcamp,Complete Automation Engineer Training from Scratch. Go From Zero to Hero.  Enhance your Career as an Automation Engineer,Rating: 4.1 out of 5,219 reviews,14 total hours,98 lectures,Beginner,Ashok Tulachan
2951,Web Security and Hacking for Beginners,One Month Web Security,Rating: 4.4 out of 5,920 reviews,5 total hours,75 lectures,Intermediate,One Month
2952,Deploying web apps for new developers on AWS ec2,"A straight-forward approach for new developers, code school students, or anyone not familiar with deploying apps.",Rating: 4.8 out of 5,263 reviews,6 total hours,38 lectures,All Levels,Robert Bunch
2953,ゼッタイ失敗しない！　誰でもできる　元小学校教員による世界一分かりやすいプログラミング講座,「プログラミングなんてまったくわからない！」という方へ！　０の状態から、パソコンやインターネット、プログラミングについて学んでみよう！そして、RubyやRails、HTML、CSSを学んで、ツイッターのサイトまで作れちゃいます！,Rating: 3.4 out of 5,4 reviews,27 total hours,230 lectures,Beginner,やま ちゃん
2954,Become A Full Stack Web Developer in 14 Days,"Learn all the skills that are needed by companies today, and land your next dream job.",Rating: 4.3 out of 5,116 reviews,13.5 total hours,126 lectures,All Levels,EDUmobile Academy
2955,Top Ruby And PHP Programming Bundle,Learn <strong>Ruby</strong> for Software Engineering and PHP For Web Development Quickly and Easily! Become a Coder Fast!,Rating: 4.5 out of 5,9 reviews,7.5 total hours,82 lectures,Beginner,John Elder
2956,Web Application Automation - Selenium - Ruby - Cucumber,With Cucumber Integration,Rating: 3.3 out of 5,210 reviews,6.5 total hours,85 lectures,Expert,Testing World
2957,Learn Professional Web Development Skills From Scratch -2022,Gain Practical skills to become a web developer,Rating: 4.3 out of 5,199 reviews,32 total hours,338 lectures,Beginner,Bluelime Learning Solutions
2958,Become a Professional Web Developer | Version 3.0,"Everything you need to know to become a professional web developer from scratch, updated for modern development.",Rating: 4.3 out of 5,440 reviews,60 total hours,453 lectures,All Levels,Stone River eLearning
2959,PMP PRACTICE TEST ( PROJECT MANAGEMENT PROFESSIONAL),100+ QUESTIONS FAMILIAR WITH THE PMP TEST TO HELP YOU PREPARE WELL TO YOUR EXAM.,Rating: 0.0 out of 5,0 reviews,150 questions,,Beginner,Ruby Telles Anzurez
2960,Ruby 3 programming - Complete guide from Newbie to Ninja,The complete and comprehensive <strong>Ruby</strong> 3 programming course,Rating: 2.0 out of 5,1 review,6 total hours,54 lectures,Intermediate,Raounak Sharma
2961,Tarot 101: Read the cards with confidence,Learn the essentials you NEED to confidently and accurately read the tarot. Be the master in your own tarot practice.,Rating: 4.9 out of 5,5 reviews,3 total hours,33 lectures,Beginner,Ruby M.
